,n_vac,uco,ciu,pt,asig,ta,empleo,efun,cursos,t_max,t_min,fecha_cob,csce,obs,cod_cm,ejercito,cuerpo_esc,nivel
125,03807,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA50/003,CM,C,BG,"['I.LIG', 'ARTC', nan]",TM:E,"['10', nan]","['3', nan]",,"338,86","656,959",GM26,,,
126,03808,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SA23/002,CM,C,STTE,"['I.LIG', 'ARTC', nan]",PA:E,"['10', nan]","['3', nan]",,"374,87","959,976",GM18,,,
127,03809,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA51/004,CM,C,BG,"['I.LIG', 'ARTC', nan]",PA:E,"['10', nan]","['3', nan]",,"304,34","959,976",GM26,,,
128,03810,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5SA51/001,CM,C,BG,"['I.LIG', 'ARTC', nan]",PA:E,"['10', nan]","['3', nan]",,"304,34","959,976",GM26,,,
129,03811,REGIMIENTO DE INFANTERIA «ZARAGOZA» N.o 5,50083681,5SA51/008,CM,C,BG,"['I.LIG', 'ARTC', nan]",PA:E,"['10', nan]","['3', nan]",,"304,34","959,976",GM26,,,
130,03812,REGIMIENTO DE INFANTERIA «ZARAGOZA» N.o 5,50083681,5SA51/010,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26,,,
131,03813,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5SA49/003,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26,,,
132,03814,BATALLON DE ZAPADORES VI,50056870,5SA52/002,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26,,,
133,03815,BATALLON DE ZAPADORES VI,50056870,5SA52/004,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26,,,
134,03816,"BCG DE LA BRIGADA «ALMOGÁVARES» VI, DE PARACAIDISTAS",50027882,5SA50/024,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PA:E,"['10', nan]",,,"304,34","959,976",GM26,,,
135,03817,BATALLON DE ZAPADORES XII,50092383,5SA34/002,CM,C,STTE a BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18,,,
136,03818,BANDERA O.E. «CAB. LEG. MADERAL OLEAGA» XIX DE LA LEGION,50046681,5SA28/005,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",OE:E,"['10', nan]",,,"374,87","656,959",GM18,,,
137,03819,BANDERA O.E. «CAB. LEG. MADERAL OLEAGA» XIX DE LA LEGION,50046681,5SA28/006,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",OE:E,"['10', nan]",,,"374,87","656,959",GM18,,,
138,03820,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5SA50/005,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",OE:E,"['10', nan]",,,"338,86","656,959",GM26,,,
139,03821,GRUPO DE CUARTEL GENERAL DEL MANDO DE OPERACIONES ESPECIALES,50046137,5SA50/004,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",OE:E,"['10', nan]",,,"338,86","656,959",GM26,,,
140,03822,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA34/004,CM,C,STTE a BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18,,,
141,03823,REGIMIENTO DE PONTONEROS Y ESPECIALIDADES DE INGENIEROS 12,50078704,5SA34/007,CM,C,STTE a BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18,,,
142,03824,REGIMIENTO DE INGENIEROS 1,50081154,5SA34/002,CM,C,STTE a BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",SX:E,"['10', nan]",,,"338,86",959,GM18,,,
143,03825,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (JACA)",55264202,5SA28/002,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",OE:E,"['10', nan]",,,"291,07","656,960",GM22,,,
144,03826,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (JACA)",55264202,5SA50/001,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",TM:E,"['10', nan]",,,"284,79",960,GM30,,,
145,03827,ULOG. 23 (CEUTA),50015287,5SA50/001,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",FI:E,"['10', nan]",,,"284,79",959,GM26,,,
146,03828,ULOG. 23 (CEUTA),50015287,5SA3E/001,CM,C,STTE a BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
147,03829,ULOG. 24 (MELILLA),50073463,5SA28/002,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","IC:I, PD:I","['10', nan]",,,"304,34",960,GM18,,,
148,03830,BATALLON DE CG. DE LA DIVISION «CASTILLEJOS»,50025936,5SA50/003,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PN:E,"['10', nan]",,,"284,79",959,GM26,,,
149,03831,BATALLON DE CG. DE LA DIVISION «SAN MARCIAL»,50047469,5SA50/017,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]",PN:E,"['10', nan]",,,"284,79",959,GM26,,,
150,03832,REGIMIENTO DE INFANTERIA «NAPOLES» N.o 4 DE PARACAIDISTAS,50041489,5WF67/001,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","PT:I, PO:I","['10', nan]",,,"338,86","216,959",GM18,,,
151,03833,GRUPO DE ARTILLERIA DE CAMPAÑA VI,50091180,5WF67/001,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","PT:I, PO:I","['10', nan]",,,"338,86","216,959",GM18,,,
152,03834,BATALLON DE ZAPADORES VI,50056870,5WG19/001,CM,C,STTE a BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","PT:I, PO:I","['10', nan]",,,"338,86","216,959",GM18,,,
153,03835,BATALLON DE CG. DE LA BRIGADA «GUZMAN EL BUENO» X,50061521,5SA28/005,CM,C,STTE,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","NQ:I, NB:I","['10', nan]",,,"304,34","74,959",GM18,,,
154,03836,BATALLON DE CG. DE LA BRIGADA «GUADARRAMA» XII,50050362,5SA50/003,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26,,,
155,03837,BATALLON DE CG. DE LA BRIGADA «GUADARRAMA» XII,50050362,5SA50/002,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26,,,
156,03838,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,51030836,5SA50/014,CM,C,BG,"['ELCTN', 'ING.', 'AUTOM/MARMT/TLECO', 'I.LIG', 'METLG', 'ARTC', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26,,,
157,03839,BATALLON DE CG. DE LA BRIGADA «ARAGON» I,51030836,5SA50/015,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26,,,
158,03840,GRUPO LOGISTICO X,50086388,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
159,03841,GRUPO LOGISTICO I,51028762,5SA28/002,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"304,34",960,GM18,,,
160,03842,GRUPO LOGISTICO I,51028762,5SA50/009,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"291,07",960,GM26,,,
161,03843,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA50/006,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]",PN:E,"['10', nan]",,,"291,07",959,GM26,,,
162,03844,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA50/010,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26,,,
163,03845,BATALLON DE CG. DE LA BRIGADA «CANARIAS» XVI,50056348,5SA50/011,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","74,959",GM26,,,
164,03846,AGRUPACION DE APOYO LOGISTICO N.o 41. (ZARAGOZA),50030461,5SA50/008,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]",FI:E,"['10', nan]",,,"284,79",959,GM26,,,
165,03847,AGRUPACION DE APOYO LOGISTICO N.o 61. (SANTOVENIA DE PISUERGA),50013730,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
166,03848,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
167,03849,AGRUPACION DE APOYO LOGISTICO N.o 81.,50038203,5SA3E/002,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
168,03850,AGRUPACION DE APOYO LOGISTICO N.o 11. (TALAVERA),50043527,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
169,03851,AGRUPACION DE APOYO LOGISTICO N.o 11. (TALAVERA),50043527,5SA3E/002,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
170,03852,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
171,03853,AGRUPACION DE APOYO LOGISTICO N.o 11. (CHINCHILLA),50062510,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
172,03854,AGRUPACION DE APOYO LOGISTICO N.o 11. (CHINCHILLA),50062510,5SA3E/002,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
173,03855,AGRUPACION DE APOYO LOGISTICO N.o 21 (VIATOR),50086553,5SA3E/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","QB:I, QA:I","['10', nan]",,,"338,86","283,960",GM18,,,
174,03856,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA28/005,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"304,34",959,GM18,,,
175,03857,AGRUPACION DE APOYO LOGISTICO N.o 11. (COLMENAR),50047849,5SA50/017,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]","IC:I, PD:I","['10', nan]",,,"284,79",959,GM26,,,
176,03858,BATALLON DE POLICIA MILITAR 1,50030003,5SA50/011,CM,C,BG,"['ADMON', 'ING.', 'TRA.', nan]",PN:E,"['10', nan]",,,"291,07",959,GM26,,,
177,03859,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA3E/006,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]","IL:E, IN:E","['10', nan]",,,"291,07","215,656,960",GM18,,,
178,03860,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA22/002,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,244,656,960",GM18,,,
179,03861,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA24/005,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18,,,
180,03862,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/001,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18,,,
181,03863,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/007,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18,,,
182,03864,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA28/006,CM,C,STTE,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,960",GM18,,,
183,03865,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5WG13/001,CM,C,STTE a BG,"['ADMON', 'ING.', 'TRA.', nan]",IN:E,"['10', nan]",,,"291,07","215,656,959",GM18,,,
184,03866,CUARTEL GENERAL TERRESTRE DE ALTA DISPONIBILIDAD (BETERA),50030002,5SA50/001,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]",IN:E,"['10', nan]",,,"257,83","215,656,960",GM26,,,
185,03867,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5SA3F/002,CM,C,STTE a BG,"['TRA.', 'AAAYC/AAA', nan]",OH:E,"['10', nan]",,,"304,34",959,GM18,,,
186,03868,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5SA3F/003,CM,C,STTE a BG,"['TRA.', 'AAAYC/AAA', nan]",OH:E,"['10', nan]",,,"304,34",959,GM18,,,
187,03869,REGIMIENTO DE ARTILLERIA ANTIAEREA 74 (SAN ROQUE),50093224,5SA3F/001,CM,C,STTE a BG,"['TRA.', 'AAAYC/AAA', nan]",OH:E,"['10', nan]",,,"304,34",959,GM18,,,
188,03870,REGIMIENTO DE GUERRA ELECTRONICA 31,50039122,5SA36/001,CM,C,STTE a BG,"['TRA.', 'AAAYC/AAA', nan]","WE:I, WN:I, WU:I","['10', nan]",,,"304,34","656,959",GM18,,,
189,03871,UNIDAD LOGISTICA DEL MANDO DE OPERACIONES ESPECIALES,50090748,5SA50/006,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"291,07",959,GM26,,,
190,03872,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA28/002,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","NQ:I, NB:I","['10', nan]",,,"304,34",960,GM18,,,
191,03873,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA28/003,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","NQ:I, NB:I","['10', nan]",,,"304,34",959,GM18,,,
192,03874,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA50/016,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","NQ:I, NB:I","['10', nan]",,,"291,07",959,GM26,,,
193,03875,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA50/014,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","NQ:I, NB:I","['10', nan]",,,"291,07",959,GM26,,,
194,03876,REGIMIENTO DE DEFENSA NBQ «VALENCIA» N.o 1,50092974,5SA50/015,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","NQ:I, NB:I","['10', nan]",,,"291,07",960,GM26,,,
195,03877,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (VIATOR)",55122457,5SA28/002,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]",TZ:E,"['10', nan]",,,"257,83","137,960",GM22,,,
196,03878,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MOGUER)",55163909,5SA50/001,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]",TZ:E,"['10', nan]",,,"207,22",959,GM30,,,
197,03879,"DIR.DE INVESTIGACIÓN, DOCTRINA, ORG Y MAT (HOYO DE MANZANARES)",55219380,5SA28/001,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","NQ:I, NB:I","['10', nan]",,,"291,07","656,960",GM22,,,
198,03880,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (ZARAGOZA)",55120830,5SA28/001,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]",FI:E,"['10', nan]",,,"257,83",959,GM22,,,
199,03881,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,5SA50/005,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]",FI:E,"['10', nan]",,,"207,22",960,GM30,,,
200,03882,CENTRO DE ADIESTRAMIENTO «SAN GREGORIO»,55100021,5SA28/006,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"284,79",960,GM22,,,
201,03883,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (VALENCIA)",55111972,5SA28/001,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"257,83",959,GM22,,,
202,03884,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,5SA28/001,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22,,,
203,03885,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,5SA28/002,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22,,,
204,03886,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,5SA28/006,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22,,,
205,03887,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (TENERIFE)",55159275,5SA28/001,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"257,83",960,GM22,,,
206,03888,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (MADRID)",55131192,5SA50/006,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"207,22",960,GM30,,,
207,03889,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (SEVILLA)",55153362,5SA50/008,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"207,22",960,GM30,,,
208,03890,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (TENERIFE)",55159275,5SA50/001,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"207,22",960,GM30,,,
209,03891,"DIRECCION DE ENSEÑANZA, INS. ADI. EVAL. (TENERIFE)",55159275,5SA50/002,CM,C,BG,"['TRA.', 'AAAYC/AAA', nan]","IC:I, PD:I","['10', nan]",,,"207,22",959,GM30,,,
210,03892,JEFATURA DEL MANDO DE APOYO LOGISTICO,57005389,5SA28/001,CM,C,STTE,"['TRA.', 'AAAYC/AAA', nan]",IN:E,"['10', nan]",,,"284,79","215,656,959",GM22,,,
211,03200,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5WF67/001,CM,C,STTE,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"304,34",959,GM17,,,
212,03201,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA28/002,CM,C,STTE,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"304,34","196,511,656,959",GM17,,,
213,03202,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5WG13/001,CM,C,STTE a BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"304,34","656,959",GM17,,,
214,03203,RGTO.DE.INF. «GALICIA» N.o 64 DE CAZADORES DE MONTAÑA,50037163,5SA51/008,CM,C,BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
215,03204,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA54/001,CM,C,BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,656,959",GM25,,,
216,03205,CUARTEL GENERAL DEL MANDO DE TROPAS DE MONTAÑA,50083231,5SA50/004,CM,C,BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"291,07","196,511,656,959",GM25,,,
217,03206,GRUPO DE REGULARES DE CEUTA 54,50090805,5SA19/001,CM,C,STTE,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"291,07","511,960",GM17,,,
218,03207,ULOG. 23 (CEUTA),50015287,5SA28/004,CM,C,STTE,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"291,07","196,960",GM17,,,
219,03208,ULOG. 23 (CEUTA),50015287,5WG13/001,CM,C,STTE a BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"291,07",960,GM17,,,
220,03209,ULOG. 23 (CEUTA),50015287,5WF91/002,CM,C,STTE a BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"291,07",960,GM17,,,
221,03210,REGIMIENTO DE CABALLERIA «MONTESA» 3,50092139,5SA48/013,CM,C,BG,"['ALMPQ', 'CAB.', 'ELCTN', 'I.LIG', 'AUTOM/MARMT/TLECO', 'ADMON', 'TRA.', nan]",,"['10', nan]",,,"284,79","511,960",GM25,,,
222,03265,REGIMIENTO DE INFANTERIA «LA REINA» N.o 2,50072850,5WG11/001,CM,C,STTE a BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"291,07",959,GM17,,,
223,03266,GRUPO LOGISTICO XII,50045610,5WG03/002,CM,C,STTE a BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"291,07","511,959",GM17,,,
224,03267,REGIMIENTO DE INFANTERIA «ARAPILES» N.o 62,51018912,5WG01/001,CM,C,STTE a BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"291,07","511,960",GM17,,,
225,03268,REGIMIENTO DE INFANTERIA «TERCIO VIEJO DE SICILIA» N.67,50027576,5SA51/006,CM,C,BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"291,07","511,959",GM25,,,
226,03269,REGIMIENTO DE INFANTERIA «BARCELONA» N.o 63,50074875,5SA51/007,CM,C,BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
227,03270,REGIMIENTO DE INFANTERIA «BARCELONA» N.o 63,50074875,5SA51/009,CM,C,BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
228,03271,REGIMIENTO DE INFANTERIA «SABOYA» N.o 6,50032388,5SA47/002,CM,C,BG,"['IACMZ/CAB.', 'ELCTN', 'IACMZ', 'ING.', 'I.LIG/IACMZ', 'I.LIG', 'TLECO', 'AUTOM/MARMT/TLECO', 'TRA.', 'ARTC', 'AUTOM', nan]",,"['10', nan]",,,"284,79","511,959",GM25,,,
